"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84972";"IBARAMA";84972;"IBARAMA";53;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000055759;"IBARAMA: UM NOVO TEMPO COMEÇA AGORA";"MDB / PTB";"N";0;0;0;1804;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86681";"DOIS IRMÃOS DAS MISSÕES";86681;"DOIS IRMÃOS DAS MISSÕES";132;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000056902;"JUNTOS PELA RENOVAÇÃO E DESENVOLVIMENTO DE DOIS IRMÃOS DAS MISSÕES ";"PSDB / PP / DEM / MDB";"N";0;0;0;1025;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84980";"PANTANO GRANDE";84980;"PANTANO GRANDE";38;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000091894;"PARTIDO ISOLADO";"PDT";"N";34;0;34;660;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85995";"CAXIAS DO SUL";85995;"CAXIAS DO SUL";136;11;"Prefeito";"Coligação";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000057851;"CAXIAS PRA FRENTE";"PT / PC do B / PSOL";"N";0;0;0;25365;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85839";"CÂNDIDO GODÓI";85839;"CÂNDIDO GODÓI";166;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000098436;"Cândido Godói Mais Forte";"PP / PSL";"N";0;0;0;2456;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86193";"CRUZ ALTA";86193;"CRUZ ALTA";17;13;"Vereador";"Partido isolado";17;"PSL";"Partido Social Liberal";-1;"#NULO#";"#NULO#";"#NULO#";210000137293;"PARTIDO ISOLADO";"PSL";"N";19;0;19;827;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84859";"SÃO JOÃO DA URTIGA";84859;"SÃO JOÃO DA URTIGA";95;13;"Vereador";"Partido isolado";23;"CIDADANIA";"Cidadania";-1;"#NULO#";"#NULO#";"#NULO#";210000088851;"PARTIDO ISOLADO";"CIDADANIA";"N";5;0;5;118;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86711";"GAURAMA";86711;"GAURAMA";3;13;"Vereador";"Partido isolado";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";210000109549;"PARTIDO ISOLADO";"DEM";"N";15;0;15;555;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87394";"MARCELINO RAMOS";87394;"MARCELINO RAMOS";3;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000119856;"PARTIDO ISOLADO";"PDT";"N";12;0;12;288;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88226";"NOVA CANDELÁRIA";88226;"NOVA CANDELÁRIA";89;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000119490;"UNIÃO DEMOCRÁTICA POR NOVA CANDELÁRIA";"PDT / PT";"N";0;0;0;1184;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88161";"BOA VISTA DO SUL";88161;"BOA VISTA DO SUL";98;11;"Prefeito";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000060478;"PARTIDO ISOLADO";"PSDB";"N";0;0;0;1225;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87840";"SÃO VALENTIM DO SUL";87840;"SÃO VALENTIM DO SUL";22;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000060511;"CONTINUAR CRESCENDO E VALORIZANDO A NOSSA GENTE";"MDB / PSB";"N";0;0;0;1242;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87335";"LIBERATO SALZANO";87335;"LIBERATO SALZANO";146;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000074309;"PARTIDO ISOLADO";"PP";"N";118;0;118;1540;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88633";"SÃO BORJA";88633;"SÃO BORJA";47;13;"Vereador";"Partido isolado";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";210000070618;"PARTIDO ISOLADO";"DEM";"N";92;0;92;1517;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";160;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000089758;"PARTIDO ISOLADO";"PDT";"N";384;0;384;4053;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86851";"GUAÍBA";86851;"GUAÍBA";90;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000053567;"PARTIDO ISOLADO";"PP";"N";113;0;113;4548;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89168";"COQUEIRO BAIXO";89168;"COQUEIRO BAIXO";104;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000107945;"PARTIDO ISOLADO";"PDT";"N";8;0;8;272;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";2;13;"Vereador";"Partido isolado";77;"SOLIDARIEDADE";"Solidariedade";-1;"#NULO#";"#NULO#";"#NULO#";210000068162;"PARTIDO ISOLADO";"SOLIDARIEDADE";"N";11;0;11;759;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87793";"PALMITINHO";87793;"PALMITINHO";94;13;"Vereador";"Partido isolado";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000075205;"PARTIDO ISOLADO";"PTB";"N";11;0;11;572;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89672";"PALMARES DO SUL";89672;"PALMARES DO SUL";156;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000062332;"Juntos de novo, trabalhando pelo povo";"PDT / MDB / PTB";"N";0;0;0;3500;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85081";"EREBANGO";85081;"EREBANGO";70;11;"Prefeito";"Coligação";23;"CIDADANIA";"Cidadania";-1;"#NULO#";"#NULO#";"#NULO#";210000131335;"EREBANGO NO CAMINHO CERTO";"PDT / CIDADANIA / PC do B";"N";0;0;0;916;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85928";"ENTRE RIOS DO SUL";85928;"ENTRE RIOS DO SUL";168;11;"Prefeito";"Coligação";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000119123;"Novos tempos, Novas ideias";"PDT / PSDB";"N";0;0;0;1176;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87106";"MORMAÇO";87106;"MORMAÇO";54;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000097294;"Por um Mormaço Cada Vez Melhor";"PSDB / MDB / PP";"N";0;0;0;1202;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87467";"PORTO MAUÁ";87467;"PORTO MAUÁ";42;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000061721;"PORTO MAUÁ NO RUMO CERTO";"PDT / PP / PT / PL";"N";0;0;0;1149;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";2;13;"Vereador";"Partido isolado";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000114630;"PARTIDO ISOLADO";"PSB";"N";44;0;44;2490;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85693";"CAMAQUÃ";85693;"CAMAQUÃ";12;13;"Vereador";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000059023;"PARTIDO ISOLADO";"PSD";"N";18;0;18;1226;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87009";"MARIANA PIMENTEL";87009;"MARIANA PIMENTEL";151;13;"Vereador";"Partido isolado";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000063168;"PARTIDO ISOLADO";"PSB";"N";6;0;6;612;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85200";"CAMPOS BORGES";85200;"CAMPOS BORGES";4;11;"Prefeito";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000110283;"PARTIDO ISOLADO";"PDT";"N";0;0;0;1343;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84816";"NOVA HARTZ";84816;"NOVA HARTZ";131;11;"Prefeito";"Coligação";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000112120;"Gente que faz";"PT / MDB / PV / PSB";"N";0;0;0;1933;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86835";"GRAVATAÍ";86835;"GRAVATAÍ";71;13;"Vereador";"Partido isolado";65;"PC do B";"Partido Comunista do Brasil";-1;"#NULO#";"#NULO#";"#NULO#";210000130506;"PARTIDO ISOLADO";"PC do B";"N";12;0;12;89;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86177";"CRISSIUMAL";86177;"CRISSIUMAL";91;11;"Prefeito";"Coligação";65;"PC do B";"Partido Comunista do Brasil";-1;"#NULO#";"#NULO#";"#NULO#";210000059020;"mudança de verdade";"PDT / PT / PSOL / PC do B";"N";0;0;0;1785;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89478";"TUPANCIRETÃ";89478;"TUPANCIRETÃ";87;11;"Prefeito";"Coligação";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000144492;"A MUDANÇA QUE O POVO QUER";"PT / PDT";"N";0;0;0;3704;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85588";"SÃO JOSÉ DO HERVAL";85588;"SÃO JOSÉ DO HERVAL";54;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000073168;"UNIÃO HERVALENSE";"PSB / REPUBLICANOS / PSL / PTB / PSDB / MDB";"N";0;0;0;798;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";112;11;"Prefeito";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000114872;"PARTIDO ISOLADO";"PSD";"N";0;0;0;2535;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87912";"PELOTAS";87912;"PELOTAS";34;11;"Prefeito";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000152418;"PARTIDO ISOLADO";"PT";"N";0;0;0;9189;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87963";"TIRADENTES DO SUL";87963;"TIRADENTES DO SUL";86;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000085334;"PARTIDO ISOLADO";"PDT";"N";3;0;3;21;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88463";"DOM PEDRO DE ALCÂNTARA";88463;"DOM PEDRO DE ALCÂNTARA";85;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000139212;"PARTIDO ISOLADO";"PDT";"N";13;0;13;178;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89281";"LAGOA BONITA DO SUL";89281;"LAGOA BONITA DO SUL";53;13;"Vereador";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000092690;"PARTIDO ISOLADO";"PSDB";"N";6;0;6;193;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86096";"COLORADO";86096;"COLORADO";117;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000099285;"PARTIDO ISOLADO";"PDT";"N";62;0;62;1115;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88226";"NOVA CANDELÁRIA";88226;"NOVA CANDELÁRIA";89;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000119932;"PARTIDO ISOLADO";"PDT";"N";25;117;142;808;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";161;13;"Vereador";"Partido isolado";80;"UP";"Unidade Popular";-1;"#NULO#";"#NULO#";"#NULO#";210000053522;"PARTIDO ISOLADO";"UP";"N";3;0;3;99;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88153";"RIO GRANDE";88153;"RIO GRANDE";163;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000058507;"PARTIDO ISOLADO";"PP";"N";110;0;110;2531;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88757";"SÃO JOSÉ DO OURO";88757;"SÃO JOSÉ DO OURO";103;13;"Vereador";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000112939;"PARTIDO ISOLADO";"PSDB";"N";4;0;4;251;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88170";"RIO PARDO";88170;"RIO PARDO";38;11;"Prefeito";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000150135;"PARTIDO ISOLADO";"PT";"N";0;0;0;1163;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88293";"ROQUE GONZALES";88293;"ROQUE GONZALES";96;11;"Prefeito";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000070684;"PARTIDO ISOLADO";"PP";"N";0;0;0;2842;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87360";"PICADA CAFÉ";87360;"PICADA CAFÉ";129;13;"Vereador";"Partido isolado";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000104491;"PARTIDO ISOLADO";"PSB";"N";1;0;1;222;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84751";"NOVA ROMA DO SUL";84751;"NOVA ROMA DO SUL";6;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000062696;"PARTIDO ISOLADO";"PP";"N";64;0;64;956;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";111;13;"Vereador";"Partido isolado";19;"PODE";"Podemos";-1;"#NULO#";"#NULO#";"#NULO#";210000062391;"PARTIDO ISOLADO";"PODE";"N";11;0;11;34;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86193";"CRUZ ALTA";86193;"CRUZ ALTA";17;13;"Vereador";"Partido isolado";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";210000074486;"PARTIDO ISOLADO";"REPUBLICANOS";"N";90;0;90;964;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87734";"OSÓRIO";87734;"OSÓRIO";77;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000072847;"PARTIDO ISOLADO";"PP";"N";339;0;339;2729;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89354";"TRAMANDAÍ";89354;"TRAMANDAÍ";110;13;"Vereador";"Partido isolado";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000099055;"PARTIDO ISOLADO";"PTB";"N";142;0;142;1100;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88099";"QUARAÍ";88099;"QUARAÍ";36;13;"Vereador";"Partido isolado";19;"PODE";"Podemos";-1;"#NULO#";"#NULO#";"#NULO#";210000078252;"PARTIDO ISOLADO";"PODE";"N";27;0;27;2495;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85898";"CANOAS";85898;"CANOAS";134;13;"Vereador";"Partido isolado";30;"NOVO";"Partido Novo";-1;"#NULO#";"#NULO#";"#NULO#";210000053552;"PARTIDO ISOLADO";"NOVO";"N";490;0;490;2785;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88285";"ESPERANÇA DO SUL";88285;"ESPERANÇA DO SUL";86;13;"Vereador";"Partido isolado";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000135511;"PARTIDO ISOLADO";"PTB";"N";40;0;40;531;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86860";"LAJEADO DO BUGRE";86860;"LAJEADO DO BUGRE";32;11;"Prefeito";"Coligação";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000107775;"Seriedade, Trabalho e Compromisso com a Comunidade.";"PDT / PT / PTB";"N";0;0;0;879;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88773";"SÃO LEOPOLDO";88773;"SÃO LEOPOLDO";51;13;"Vereador";"Partido isolado";28;"PRTB";"Partido Renovador Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000098314;"PARTIDO ISOLADO";"PRTB";"N";6;0;6;140;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86894";"GUARANI DAS MISSÕES";86894;"GUARANI DAS MISSÕES";96;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000136509;"UNIDOS NO RUMO CERTO";"MDB / PP";"N";0;0;0;2653;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88153";"RIO GRANDE";88153;"RIO GRANDE";163;11;"Prefeito";"Partido isolado";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";210000120209;"PARTIDO ISOLADO";"PSOL";"N";0;0;0;229;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";2;13;"Vereador";"Partido isolado";16;"PSTU";"Partido Socialista dos Trabalhadores Unificado";-1;"#NULO#";"#NULO#";"#NULO#";210000062409;"PARTIDO ISOLADO";"PSTU";"N";14;0;14;24;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";158;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000073893;"PARTIDO ISOLADO";"MDB";"N";1023;0;1023;3578;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88633";"SÃO BORJA";88633;"SÃO BORJA";47;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000134823;"PARTIDO ISOLADO";"PT";"N";45;0;45;1609;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85944";"CERRO GRANDE DO SUL";85944;"CERRO GRANDE DO SUL";84;13;"Vereador";"Partido isolado";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000097521;"PARTIDO ISOLADO";"PTB";"N";56;0;56;468;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88455";"SANT ANA DO LIVRAMENTO";88455;"SANT ANA DO LIVRAMENTO";30;13;"Vereador";"Partido isolado";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";210000078788;"PARTIDO ISOLADO";"DEM";"N";413;0;413;2251;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84859";"SÃO JOÃO DA URTIGA";84859;"SÃO JOÃO DA URTIGA";95;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000118549;"PARTIDO ISOLADO";"MDB";"N";31;0;31;969;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87491";"MONTENEGRO";87491;"MONTENEGRO";31;13;"Vereador";"Partido isolado";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";210000130574;"PARTIDO ISOLADO";"REPUBLICANOS";"N";285;0;285;4381;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";112;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000059865;"ESTAMOS JUNTOS PORTO ALEGRE";"MDB / DEM / CIDADANIA / SOLIDARIEDADE / DC / PRTB / PTC";"N";0;0;0;21996;0;0
